date,meal,food,quant,calories,carbs,fat,protein,sodium,sugar
2024-08-10,dinner,"Wiener Schnitzel - Schnitzel, 350 gram",350,658.0,22.0,32.0,70.0,0.0,0.0
2024-08-11,breakfast,"Hummus, plain, 2 tbsp",2,73.0,4.0,5.0,2.0,131.0,0.0
2024-08-11,breakfast,"Huevo Frito Mediano (50g) - Huevo Frito, 2 huevo",2,232.0,2.0,20.0,14.0,172.0,1.0
2024-08-11,breakfast,"Bedca - Calabacín (Asado), 100 g",100,18.0,2.0,0.0,2.0,1.0,0.0
2024-08-11,breakfast,"Aceitunas - Aceitunas Pack 5, 3 olives",3,15.0,1.0,2.0,0.0,144.0,0.0
2024-08-11,breakfast,"pan aleman gallofa - pan aleman gallofa, 120 gramo",120,253.0,47.0,6.0,8.0,4680.0,1.0
2024-08-11,breakfast,"Smoked salmon, 80 gram",80,94.0,0.0,3.0,15.0,538.0,0.0
2024-08-11,dinner,"Homemade - Patatas Fritas, 150 gr",150,390.0,27.0,30.0,4.0,225.0,0.0
2024-08-11,dinner,"Home - Hamburguesa, 1.8 piece",1.8,891.0,72.0,45.0,49.0,0.0,0.0
2024-08-12,breakfast,"Aquarius - Aquarius Naranja 1,5l, 250 ml",250,48.0,11.0,0.0,0.0,150.0,11.0
2024-08-12,dinner,"bacalao - bacalao, 300 gramo",300,195.0,0.0,1.0,47.0,0.0,0.0
2024-08-12,dinner,"Homemade - Ratatoille, 1 cup",1,180.0,10.0,1.0,2.0,0.0,0.0
2024-08-12,dinner,"Vino Blanco - vino blanco, 125 ml",125,121.0,4.0,0.0,0.0,0.0,0.0
2024-08-12,dinner,"Boiled Shrimp Cocktail - Cocktail Shrimp W/sauce, 20 shrimp",20,210.0,30.0,0.0,20.0,2020.0,22.0
2024-08-12,dinner,"Arroz Blanco - Arroz Blanco Cocido, 0.8 gram",0.8,1.0,0.0,0.0,0.0,4.0,0.0
2024-08-13,breakfast,"Huevo Frito Mediano (50g) - Huevo Frito, 1.8 huevo",1.8,209.0,2.0,18.0,13.0,155.0,1.0
2024-08-13,breakfast,"Pan - Pan Blanco ✓, 70 g",70,179.0,39.0,1.0,5.0,350.0,4.0
2024-08-13,breakfast,"Jamon Serrano - Jamon Serrano Bellota, 25 gr",25,61.0,0.0,4.0,7.0,0.0,0.0
2024-08-13,lunch,"Rodilla - Sandwich Rodilla, 1 2/5 sandwich",1,434.0,70.0,10.0,22.0,0.0,0.0
2024-08-13,dinner,"Peru - Arroz Chaufa De Pollo, 150 g",150,269.0,42.0,6.0,9.0,365.0,0.0
2024-08-13,snacks,"Iced Tea - melocotón , 49.5 cl",49.5,116.0,29.0,0.0,0.0,0.0,0.0
2024-08-14,breakfast,"Pan - Pan Blanco ✓, 70 g",70,179.0,39.0,1.0,5.0,350.0,4.0
2024-08-14,breakfast,"Huevo Frito Mediano (50g) - Huevo Frito, 2 huevo",2,232.0,2.0,20.0,14.0,172.0,1.0
2024-08-14,lunch,"chipirones enharinados - chipironed, 12 chipirones",12,213.0,12.0,19.0,11.0,0.0,0.0
2024-08-14,lunch,"Vino Blanco - vino blanco, 125 ml",125,121.0,4.0,0.0,0.0,0.0,0.0
2024-08-14,lunch,"BeiTem Pizza - Pizza vegetal sin queso, 470 gramo",470,514.0,100.0,5.0,20.0,4.0,8.0
2024-08-14,lunch,"Jeff's Spaghetti Bolognese - Spaghetti Bolognese, 250 gm",250,488.0,37.0,25.0,26.0,353.0,0.0
2024-08-14,lunch,"mango - helado, 80 gramo",80,252.0,30.0,14.0,1.0,0.0,27.0
2024-08-14,dinner,"valdobbiadene - proseco, 187.5 ml",187.5,129.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,dinner,"Solnuts - Almendra tostada , 15 gramo",15,90.0,1.0,8.0,4.0,0.0,0.0
2024-08-14,snacks,"Hafer Kraft - Oat Banana Bar, 0.5 packet",0.5,125.0,21.0,4.0,2.0,0.0,0.0
2024-08-14,snacks,"Vitamin Well Antioxidant - Pfirsich-Geschmack, 500 ml",500,85.0,21.0,0.0,0.0,0.0,21.0
2024-08-15,breakfast,"Huevos - Huevos Revueltos, 2 huevos",2,199.0,2.0,15.0,13.0,211.0,1.0
2024-08-15,breakfast,"mortadela - Mortadela, 28 grama",28,79.0,1.0,7.0,3.0,0.0,0.0
2024-08-15,breakfast,"Silueta - Pan integral cereales sin corteza, 28 gramo",28,68.0,11.0,1.0,4.0,0.0,0.0
2024-08-15,lunch,"BeiTem Pizza - Pizza vegetal sin queso, 235 gramo",235,257.0,50.0,3.0,10.0,2.0,4.0
2024-08-15,lunch,"Ensalada Polllo Ofi Bain, 0.4 serving",0.4,222.0,10.0,14.0,15.0,27.0,3.0
2024-08-15,lunch,"Migros-Vitello Tonnato - Vitello Tonnato, 0.5 Box",0.5,166.0,1.0,16.0,7.0,0.0,0.0
2024-08-15,dinner,"vivaldi rose - vino, 315 ml",315,261.0,8.0,0.0,0.0,15.0,2.0
2024-08-15,dinner,"Spaguetti Carbonara- Homemade - Spaguetti Carbonara, 2 cups",2,420.0,46.0,19.0,14.0,230.0,2.0
2024-08-15,dinner,"Lamb Chops - Lamb Chops, 2 chop",2,264.0,0.0,11.0,29.0,0.0,0.0
2024-08-15,dinner,"Ensalada De Pulpo, 1 taza",1,310.0,9.0,13.0,39.0,826.0,1.0
2024-08-16,breakfast,"Panini carrefour - Panini, 180 gramo",180,468.0,57.0,15.0,26.0,0.0,0.0
2024-08-16,lunch,"Patatas fritas - Patatas fritas, 80 g",80,426.0,46.0,25.0,5.0,0.0,0.0
2024-08-16,lunch,"Gin and tonic, 1 drink",1,189.0,15.0,0.0,0.0,20.0,15.0
2024-08-16,dinner,"Quick Add, 1 serving(s)",1,1600.0,160.0,80.0,60.0,0.0,0.0
2024-08-17,breakfast,"Rodilla - Sandwich Rodilla, 1 1/2 sandwich",1,465.0,75.0,11.0,24.0,0.0,0.0
2024-08-17,lunch,"226ERS - Isolate protein, 30 g",30,110.0,1.0,0.0,26.0,0.0,0.0
2024-08-17,dinner,"Chuleton - Chuleton añojo, 400 gramo",400,644.0,2.0,32.0,88.0,224.0,0.0
2024-08-17,dinner,"Homemade - Patatas Fritas, 150 gr",150,390.0,27.0,30.0,4.0,225.0,0.0
2024-08-17,dinner,"La Pili - Salmorejo, 200 ml",200,178.0,10.0,14.0,2.0,0.0,6.0
2024-08-17,dinner,"Pan - Pan Blanco ✓, 70 g",70,179.0,39.0,1.0,5.0,350.0,4.0
2024-08-17,dinner,"Cerveza Día Sin - Cerveza Sin Alcohol, 1 lata (330ml)",1,69.0,16.0,0.0,1.0,0.0,6.0
2024-08-17,snacks,"biotech - BCAA glutamine, 12 g",12,44.0,1.0,1.0,9.0,0.0,1.0
2024-08-18,breakfast,"Supersol - Tortilla De Patatas, 300 g",300,405.0,45.0,18.0,12.0,0.0,0.0
2024-08-18,lunch,"Homemade - Causa Rellena, 1 square",1,320.0,18.0,8.0,14.0,15.0,3.0
2024-08-18,lunch,"Papa relllena - Papa, 1 unidad",1,415.0,39.0,23.0,13.0,428.0,2.0
2024-08-18,lunch,"Pulled Pork Sandwich - Pulled Pork Sandwich, 0.5 sandwich",0.5,264.0,23.0,12.0,16.0,395.0,9.0
2024-08-18,dinner,"Jumbo Carne picada - Carne picada, 70 grams",70,96.0,2.0,4.0,13.0,0.0,0.0
2024-08-18,dinner,"mayonesa - Mayonesa, 0.7 cucharada",0.7,63.0,0.0,7.0,0.0,0.0,0.0
2024-08-18,dinner,"Pan - Pan Blanco ✓, 70 g",70,179.0,39.0,1.0,5.0,350.0,4.0
2024-08-18,snacks,"226ERS - Isolate protein, 30 g",30,110.0,1.0,0.0,26.0,0.0,0.0
2024-08-19,breakfast,"huevo - Huevo Entero, 2 pieza",2,156.0,1.0,11.0,13.0,0.0,0.0
2024-08-19,lunch,"Paella - Seafood Paella, 550 gram",550,726.0,101.0,21.0,26.0,6.0,2.0
2024-08-19,dinner,"Popitas - palomitas al punto de sal zero, 63 gramos",63,207.0,37.0,3.0,5.0,2.0,0.0
2024-08-19,snacks,"Aguacate - Aguacate, 35 gram",35,56.0,3.0,5.0,1.0,2.0,0.0
2024-08-19,snacks,"Aceite Oliva - Aceite Oliva 7ml, 4 milliliter",4,34.0,0.0,4.0,0.0,0.0,0.0
2024-08-19,snacks,"lata atun - atún, 80 gramo",80,130.0,0.0,5.0,21.0,0.0,0.0
2024-08-19,snacks,"Hacendado - Pan Integral, 80 gram",80,183.0,34.0,1.0,6.0,0.0,2.0
2024-08-19,snacks,"tomate rallado natural - tomate rallado natural, 1.7 rebanada",1.7,32.0,6.0,1.0,0.0,0.0,0.0
2024-08-19,snacks,"Pringles, 14 chip",14,152.0,15.0,10.0,1.0,180.0,0.0
2024-08-20,breakfast,"Palacios - Chorizo Extra Sabor Picante (Por 100g), 35 g",35,169.0,0.0,15.0,9.0,1.0,0.0
2024-08-20,breakfast,"Huevo Frito Mediano (50g) - Huevo Frito, 2 huevo",2,232.0,2.0,20.0,14.0,172.0,1.0
2024-08-20,lunch,"Hummus, plain, 3 tbsp",3,109.0,7.0,8.0,3.0,197.0,0.0
2024-08-20,lunch,"Pan - Pan Blanco ✓, 70 g",70,179.0,39.0,1.0,5.0,350.0,4.0
2024-08-20,lunch,"Casera - Ensalada De Atun Con Tomate, 1.5 lata/1 tomate",1.5,195.0,5.0,10.0,21.0,0.0,0.0
2024-08-20,lunch,"Tapas - Patatas Bravas, 1.5 racion 106 gr",1.5,276.0,20.0,20.0,3.0,273.0,0.0
2024-08-20,lunch,"Genérico - Boquerones Fritos, 200 g",200,274.0,1.0,12.0,40.0,0.0,1.0
2024-08-20,dinner,"Frangelico - Frangelico Hazelnut Liqueur, 1.5 oz.",1.5,95.0,18.0,0.0,0.0,0.0,17.0
2024-08-20,dinner,"Real Thai - Massamam Curry, 1.5 cup (240mL)",1.5,540.0,30.0,29.0,32.0,914.0,6.0
2024-08-20,dinner,"Peru - Arroz Chaufa De Pollo, 150 g",150,269.0,42.0,6.0,9.0,365.0,0.0
2024-08-20,snacks,"Paella - Seafood Paella, 25 gram",25,33.0,5.0,1.0,1.0,0.0,0.0
2024-08-21,breakfast,"Huevo Frito Mediano (50g) - Huevo Frito, 2 huevo",2,232.0,2.0,20.0,14.0,172.0,1.0
2024-08-21,breakfast,"Palacios - Chorizo Extra Sabor Picante (Por 100g), 20 g",20,96.0,0.0,8.0,5.0,0.0,0.0
2024-08-21,lunch,"Rodaballo - Rodaballo A La Plancha, 180 gr",180,184.0,4.0,6.0,29.0,198.0,0.0
2024-08-21,lunch,"Casera - Ensalada De Atun Con Tomate, 1.5 lata/1 tomate",1.5,195.0,5.0,10.0,21.0,0.0,0.0
2024-08-21,lunch,"Thermomix - Arroz Con Costillas, 0.7 PLATO",0.7,295.0,46.0,8.0,15.0,8.0,0.0
2024-08-21,dinner,"Pescanova - Gamba roja, 100 gramo",100,112.0,0.0,2.0,24.0,0.0,0.0
2024-08-21,dinner,"Vino Blanco - vino blanco, 375 ml",375,363.0,11.0,0.0,0.0,0.0,0.0
2024-08-21,dinner,"ecocesta - corteza de lentejas, 65 gramo",65,252.0,45.0,3.0,9.0,0.0,0.0
2024-08-21,snacks,"226ers - Vegan Recovery Drink Vainilla, 50 gr",50,198.0,21.0,3.0,22.0,600.0,1.0
2024-08-21,snacks,"Popitas - palomitas al punto de sal zero, 35 gramos",35,115.0,20.0,1.0,3.0,1.0,0.0
2024-08-21,snacks,"helado - sin azucar, 100 gramo",100,275.0,35.0,16.0,5.0,0.0,0.0
2024-08-21,snacks,"Kiko diego - Kikos, 18 gramos",18,82.0,13.0,3.0,1.0,0.0,0.0
2024-08-21,snacks,"Cerveza Día Sin - Cerveza Sin Alcohol, 0.75 lata (330ml)",0.75,52.0,12.0,0.0,1.0,0.0,4.0
2024-08-22,breakfast,"Huevo Frito Mediano (50g) - Huevo Frito, 2 huevo",2,232.0,2.0,20.0,14.0,172.0,1.0
2024-08-22,breakfast,"Palacios - Chorizo Extra Sabor Picante (Por 100g), 20 g",20,96.0,0.0,8.0,5.0,0.0,0.0
2024-08-22,breakfast,"Kiwi, 1 fruit",1,48.0,11.0,0.0,1.0,4.0,7.0
2024-08-22,breakfast,"226ers - Vegan Recovery Drink Vainilla, 50 gr",50,198.0,21.0,3.0,22.0,600.0,1.0
2024-08-22,lunch,"Paella - Seafood Paella, 450 gram",450,594.0,83.0,17.0,21.0,5.0,2.0
2024-08-22,lunch,"Casera - Ensalada De Atun Con Tomate, 1.5 lata/1 tomate",1.5,195.0,5.0,10.0,21.0,0.0,0.0
2024-08-22,dinner,"Supersol - Tortilla De Patatas, 300 g",300,405.0,45.0,18.0,12.0,0.0,0.0
2024-08-22,dinner,"carrefour - chistorra, 25 g",25,116.0,0.0,11.0,4.0,0.0,0.0
2024-08-22,dinner,"Lomo adobado - Lomo adobado, 100 gramos",100,117.0,1.0,4.0,20.0,0.0,0.0
2024-08-22,dinner,"Pan - Pan Blanco ✓, 50 g",50,128.0,28.0,0.0,4.0,250.0,3.0
2024-08-22,snacks,"Arándanos y almendras barritas eco - Barritas ecológicas, 25 gram",25,112.0,14.0,6.0,3.0,0.0,7.0
2024-08-22,snacks,"helado - sin azucar, 100 gramo",100,275.0,35.0,16.0,5.0,0.0,0.0
2024-08-22,snacks,"chocolate - 70%, 8 gramos",8,48.0,3.0,4.0,1.0,0.0,0.0
2024-08-23,breakfast,"Huevo Frito Mediano (50g) - Huevo Frito, 2 huevo",2,232.0,2.0,20.0,14.0,172.0,1.0
2024-08-23,breakfast,"Palacios - Chorizo Extra Sabor Picante (Por 100g), 20 g",20,96.0,0.0,8.0,5.0,0.0,0.0
2024-08-23,lunch,"Pollo Plancha - Pollo Plancha, 200 gr",200,196.0,2.0,2.0,41.0,1410.0,0.0
2024-08-23,lunch,"Ameztoi - Pasta Bolognesa, 500 gramo",500,630.0,83.0,22.0,26.0,1840.0,17.0
2024-08-23,dinner,"BeiTem Pizza - Pizza vegetal sin queso, 564 gramo",564,617.0,120.0,6.0,24.0,5.0,10.0
2024-08-23,snacks,"chocolate - 70%, 15 gramos",15,90.0,5.0,7.0,1.0,0.0,0.0
2024-08-23,snacks,"eco cesta - bebida vegetal de almendra, 200 ml",200,54.0,0.0,5.0,2.0,0.0,0.0
2024-08-23,snacks,"helado - sin azucar, 100 gramo",100,275.0,35.0,16.0,5.0,0.0,0.0
2024-08-24,breakfast,"226ERS - boisson de récupération vegan a la Vanille, 50 gramme",50,198.0,21.0,3.0,22.0,0.0,1.0
2024-08-24,breakfast,"Tostadas De Atún, 1.7 trozo",1.7,396.0,34.0,16.0,27.0,640.0,2.0
2024-08-24,lunch,"Ameztoi - Pasta Bolognesa, 600 gramo",600,756.0,99.0,26.0,31.0,2208.0,20.0
2024-08-24,dinner,"chipirones enharinados - chipironed, 24 chipirones",24,426.0,24.0,37.0,22.0,0.0,0.0
2024-08-24,dinner,"Lidl - Lubina especial plancha, 100 gramos",100,148.0,5.0,6.0,20.0,0.0,0.0
2024-08-24,dinner,"Homemade - Patatas Fritas, 150 gr",150,390.0,27.0,30.0,4.0,225.0,0.0
2024-08-24,dinner,"helado - sin azucar, 100 gramo",100,275.0,35.0,16.0,5.0,0.0,0.0
2024-08-24,snacks,"Arándanos y almendras barritas eco - Barritas ecológicas, 25 gram",25,112.0,14.0,6.0,3.0,0.0,7.0
2024-08-24,snacks,"226 - Isotónico, 24 gramo",24,82.0,20.0,0.0,0.0,117.0,0.0
2024-08-24,snacks,"Popitas - palomitas al punto de sal zero, 35 gramos",35,115.0,20.0,1.0,3.0,1.0,0.0
2024-08-24,snacks,"Kiwi, 1 fruit",1,48.0,11.0,0.0,1.0,4.0,7.0
2024-08-25,breakfast,"chocolate - 70%, 8 gramos",8,48.0,3.0,4.0,1.0,0.0,0.0
2024-08-25,breakfast,"Supersol - Tortilla De Patatas, 180 g",180,243.0,27.0,11.0,7.0,0.0,0.0
2024-08-25,lunch,"Supersol - Tortilla De Patatas, 180 g",180,243.0,27.0,11.0,7.0,0.0,0.0
2024-08-25,lunch,"Ameztoi - Pasta Bolognesa, 260 gramo",260,328.0,43.0,11.0,13.0,957.0,9.0
2024-08-25,dinner,"Quick Add, 1 serving(s)",1,1060.0,60.0,60.0,70.0,0.0,0.0
2024-08-25,dinner,"Vino Blanco - vino blanco, 375 ml",375,363.0,11.0,0.0,0.0,0.0,0.0
2024-08-25,dinner,"helado - sin azucar, 100 gramo",100,275.0,35.0,16.0,5.0,0.0,0.0
2024-08-26,breakfast,"Tostadas De Atún, 1.7 trozo",1.7,396.0,34.0,16.0,27.0,640.0,2.0
2024-08-26,lunch,"Pollo Asado lider - pollo asado, 1 trozo",1,227.0,2.0,13.0,27.0,292.0,0.0
2024-08-26,lunch,"Homemade - Patatas Fritas, 70 gr",70,182.0,13.0,14.0,2.0,105.0,0.0
2024-08-26,lunch,"Huevos Revueltos Con Verduras, 2 eggs with veggies",2,263.0,5.0,20.0,16.0,203.0,2.0
2024-08-26,dinner,"Patak's Lamb Madras - Homemade Lamb Madras, 1 bowl",1,350.0,0.0,22.0,0.0,0.0,0.0
2024-08-26,dinner,"Arroz Blanco - Arroz Blanco Cocido, 80 gram",80,148.0,32.0,0.0,3.0,420.0,0.0
2024-08-26,dinner,"Homemade - Chicken Biryani, 200 gram",200,246.0,73.0,3.0,54.0,300.0,6.0
2024-08-26,dinner,"Mahou - Cerveza Tostada 0,0, 330 ml",330,86.0,20.0,0.0,1.0,0.0,11.0
2024-08-26,dinner,"Naan, 1.5 piece (1/4 of 10"" dia)",1.5,205.0,33.0,5.0,7.0,335.0,2.0
2024-08-26,snacks,"chocolate - 70%, 8 gramos",8,48.0,3.0,4.0,1.0,0.0,0.0
2024-08-27,breakfast,"Hacendado - Salvado de Avena, 50 g",50,179.0,22.0,4.0,9.0,0.0,1.0
2024-08-27,breakfast,"226ERS - Isolate protein, 30 g",30,110.0,1.0,0.0,26.0,0.0,0.0
2024-08-27,breakfast,"Arandanos Frescos - Arandanos real, 30 g",30,19.0,5.0,0.0,0.0,0.0,0.0
2024-08-27,lunch,"Ensalada Polllo Ofi Bain, 1 serving",1,556.0,24.0,35.0,38.0,66.0,7.0
2024-08-27,dinner,"Chicken Drumstick, 2 drumstick with skin",2,335.0,0.0,16.0,44.0,178.0,0.0
2024-08-27,dinner,"Arroz Blanco - Arroz Blanco Cocido, 70 gram",70,130.0,28.0,0.0,3.0,367.0,0.0
2024-08-27,dinner,"Tomato, 2 medium",2,44.0,10.0,0.0,2.0,12.0,6.0
2024-08-27,dinner,"Aceite Oliva - Aceite Oliva 7ml, 4 milliliter",4,34.0,0.0,4.0,0.0,0.0,0.0
2024-08-27,dinner,"Krissia - Palito de cangrejo, 120 gr",120,82.0,11.0,0.0,10.0,2.0,4.0
2024-08-27,snacks,"Arándanos y almendras barritas eco - Barritas ecológicas, 25 gram",25,112.0,14.0,6.0,3.0,0.0,7.0
2024-08-28,breakfast,"226ERS - Isolate protein, 30 g",30,110.0,1.0,0.0,26.0,0.0,0.0
2024-08-28,breakfast,"Toast - egg and avocado, 1 Toast",1,310.0,36.0,15.0,20.0,0.0,0.0
2024-08-28,lunch,"Rollitos Vietnamitas, 2 roll",2,150.0,16.0,7.0,8.0,238.0,2.0
2024-08-28,lunch,"Restaurant Ramen - Ramen, 0.8 bowl",0.8,600.0,44.0,12.0,20.0,1600.0,0.0
2024-08-28,lunch,"Cacahuetes - Cacahuetes, 15 g",15,92.0,2.0,7.0,4.0,0.0,1.0
2024-08-28,dinner,"Casero - Tortilla Francesa, 2 huevo",2,154.0,1.0,12.0,11.0,155.0,0.0
2024-08-28,dinner,"Salchicha cocida - Salchicha, 25 g",25,39.0,1.0,3.0,3.0,0.0,0.0
2024-08-28,dinner,"Aceite Oliva - Aceite Oliva 7ml, 4 milliliter",4,34.0,0.0,4.0,0.0,0.0,0.0
2024-08-28,dinner,"judia verde - judia, 2 taza",2,58.0,8.0,1.0,4.0,0.0,0.0
2024-08-28,snacks,"Empanada - Empanada atun, 54 gr",54,151.0,14.0,9.0,4.0,0.0,2.0
2024-08-29,breakfast,"Pan - Pan Blanco ✓, 30 g",30,77.0,17.0,0.0,2.0,150.0,2.0
2024-08-29,breakfast,"Supersol - Tortilla De Patatas, 200 g",200,270.0,30.0,12.0,8.0,0.0,0.0
2024-08-29,lunch,"Ensalada Polllo Ofi Bain, 1 serving",1,556.0,24.0,35.0,38.0,66.0,7.0
2024-08-29,dinner,"Peru - Arroz Chaufa De Pollo, 70 g",70,125.0,20.0,3.0,4.0,170.0,0.0
2024-08-29,dinner,"Supersol - Tortilla De Patatas, 230.0 g",230.0,311.0,35.0,14.0,9.0,0.0,0.0
2024-08-29,dinner,"carrefour - chistorra, 45 g",45,208.0,0.0,20.0,7.0,1.0,0.0
2024-08-29,dinner,"Pollo Asado lider - pollo asado, 0.4 trozo",0.4,91.0,1.0,5.0,11.0,117.0,0.0
2024-08-30,breakfast,"Supersol - Tortilla De Patatas, 90 g",90,122.0,14.0,5.0,4.0,0.0,0.0
2024-08-30,breakfast,"Pechuga de Pollo - Pechuga De Pollo, 100 gram",100,145.0,0.0,6.0,22.0,66.0,0.0
2024-08-30,lunch,"Home - Hamburguesa, 1.8 piece",1.8,891.0,72.0,45.0,49.0,0.0,0.0
2024-08-30,dinner,"Micheladas, 1 cocktail",1,179.0,19.0,0.0,3.0,978.0,3.0
2024-08-30,dinner,"Totopos, 10 chip",10,179.0,27.0,7.0,3.0,145.0,1.0
2024-08-30,dinner,"Pozole, 1 bowl (2 cups)",1,476.0,29.0,29.0,27.0,2030.0,4.0
2024-08-30,dinner,"Guacamole, homemade, 4 tbsp",4,93.0,5.0,9.0,1.0,206.0,0.0
2024-08-30,dinner,"Taco Al Pastor, 1.8 taco",1.8,403.0,40.0,12.0,35.0,920.0,14.0
2024-08-31,breakfast,"Supersol - Tortilla De Patatas, 90 g",90,122.0,14.0,5.0,4.0,0.0,0.0
2024-08-31,lunch,"Menu - Rocoto Relleno, 3 pepper",3,660.0,75.0,60.0,45.0,0.0,0.0
2024-08-31,lunch,"La Tierra - Patata (Luis_254), 100 Gramos",100,88.0,18.0,0.0,3.0,7.0,1.0
2024-08-31,dinner,"Quick Add, 1 serving(s)",1,1135.0,110.0,55.0,50.0,0.0,0.0
2024-08-31,snacks,"Tostada Casera - Tostada De Jamon Con Tomate, 0.5 tostada",0.5,280.0,16.0,7.0,16.0,199.0,0.0
2024-08-31,snacks,"Huevo Frito Mediano (50g) - Huevo Frito, 1 huevo",1,116.0,1.0,10.0,7.0,86.0,0.0
2024-08-31,snacks,"Homemade - Patatas Fritas, 30 gr",30,78.0,5.0,6.0,1.0,45.0,0.0
2024-09-01,breakfast,"huevo - Huevo Entero, 2 pieza",2,156.0,1.0,11.0,13.0,0.0,0.0
2024-09-01,breakfast,"La Tierra - Patata (Luis_254), 40 Gramos",40,35.0,7.0,0.0,1.0,3.0,0.0
2024-09-01,breakfast,"Empanada carne - Empanada carne, 60 gramo",60,158.0,17.0,6.0,8.0,0.0,0.0
2024-09-01,lunch,"Palacios - cuartos asados pollo, 1 racion",1,658.0,3.0,25.0,81.0,0.0,1.0
2024-09-01,lunch,"Homemade - Patatas Fritas, 30 gr",30,78.0,5.0,6.0,1.0,45.0,0.0
2024-09-01,lunch,"Empanada carne - Empanada carne, 80 gramo",80,210.0,23.0,8.0,10.0,0.0,0.0
2024-09-01,lunch,"mayonesa - Mayonesa, 0.7 cucharada",0.7,63.0,0.0,7.0,0.0,0.0,0.0
2024-09-01,lunch,"Hafer Kraft - Oat Banana Bar, 1 packet",1,250.0,41.0,7.0,5.0,0.0,0.0
2024-09-01,dinner,"Empanada carne - Empanada carne, 280 gramo",280,736.0,81.0,30.0,36.0,0.0,0.0
2024-09-01,snacks,"Maurten - Gel100, 40 gramos",40,100.0,25.0,0.0,0.0,85.0,25.0
2024-09-02,breakfast,"Empanada carne - Empanada carne, 130 gramo",130,342.0,38.0,14.0,17.0,0.0,0.0
2024-09-02,breakfast,"226ERS - Isolate protein, 30 g",30,110.0,1.0,0.0,26.0,0.0,0.0
2024-09-02,lunch,"Ensalada Polllo Ofi Bain, 1 serving",1,556.0,24.0,35.0,38.0,66.0,7.0
2024-09-02,dinner,"Supersol - Tortilla De Patatas, 200 g",200,270.0,30.0,12.0,8.0,0.0,0.0
2024-09-02,dinner,"alsur - ensalada de pimientos, 100 grs",100,51.0,10.0,1.0,1.0,0.0,0.0
2024-09-02,dinner,"Aceite Oliva - Aceite Oliva 7ml, 4 milliliter",4,34.0,0.0,4.0,0.0,0.0,0.0
2024-09-02,snacks,"Plátano - Platano, 1 pieza",1,105.0,27.0,0.0,1.0,0.0,14.0
2024-09-02,snacks,"Empanada - Empanada atun, 54 gr",54,151.0,14.0,9.0,4.0,0.0,2.0
2024-09-03,breakfast,"Toast - egg and avocado, 1 Toast",1,310.0,36.0,15.0,20.0,0.0,0.0
2024-09-03,breakfast,"huevo - Huevo Entero, 2 pieza",2,156.0,1.0,11.0,13.0,0.0,0.0
2024-09-03,lunch,"Itsu - Prawn Dynamite, 1 unit",1,241.0,37.0,5.0,12.0,824.0,5.0
2024-09-03,lunch,"Itsu - Health & Happiness, 0.85 box",0.85,480.0,32.0,16.0,22.0,1097.0,7.0
2024-09-03,dinner,"Karine - Shrimp dumplins, 2.1 package",2.1,651.0,63.0,34.0,25.0,777.0,17.0
2024-09-03,snacks,"Asahi - 0 alcohol beer, 330 ml",330,84.0,20.0,0.0,0.0,10.0,3.0
2024-09-03,snacks,"Karine - Shrimp dumplins, 0.5 package",0.5,155.0,15.0,8.0,6.0,185.0,4.0
2024-09-04,breakfast,"Aceite Oliva - Aceite Oliva 7ml, 0.7 cucharadita de café (7ml)",0.7,42.0,0.0,5.0,0.0,0.0,0.0
2024-09-04,breakfast,"Salmón Ahumado - Salmón Ahumado, 40 gramo",40,96.0,0.0,7.0,8.0,1000.0,0.0
2024-09-04,breakfast,"Carrefour - Cebolla Blanca, 33 g (1 unidad)",33,13.0,3.0,0.0,0.0,1.0,1.0
2024-09-04,breakfast,"Leche avena milbona  (lidl) - Leche avena, 30 ml",30,14.0,2.0,0.0,0.0,0.0,0.0
2024-09-04,breakfast,"Fresh House - Fruit Salad, 2 cup",2,97.0,21.0,1.0,2.0,0.0,0.0
2024-09-04,breakfast,"Roig - Clara de huevo, 110.0 gr",110.0,55.0,1.0,1.0,11.0,0.0,1.0
2024-09-04,lunch,"Wagamama - Chicken Katsu Curry, 0.9 Serving",0.9,900.0,96.0,39.0,41.0,0.0,6.0
2024-09-04,dinner,"Pans and Company - Bocadillo Jamon Serrano, 100 gr",100,480.0,56.0,16.0,27.0,0.0,0.0
2024-09-04,snacks,"Almonds roasted - Almonds, 1.2 ounce 28g",1.2,204.0,6.0,18.0,7.0,132.0,1.0
2024-09-05,breakfast,"huevo - Huevo Entero, 1 pieza",1,78.0,1.0,5.0,6.0,0.0,0.0
2024-09-05,breakfast,"Aceite oliva - Aceite, 0.4 cucharada (14gr)",0.4,50.0,0.0,6.0,0.0,0.0,0.0
2024-09-05,breakfast,"tomate rallado natural - tomate rallado natural, 2 rebanada",2,38.0,7.0,1.0,0.0,0.0,0.0
2024-09-05,breakfast,"Jamon de pavo - Jamon, 4 rebanada",4,144.0,2.0,5.0,20.0,1264.0,2.0
2024-09-05,breakfast,"Hacendado - Pan Integral, 100 gram",100,229.0,43.0,1.0,8.0,0.0,3.0
2024-09-05,breakfast,"Roig - Clara de huevo, 40 gr",40,20.0,0.0,0.0,4.0,0.0,0.0
2024-09-05,lunch,"kentes - Bocadillo Tortilla de Patata, 270 gramos",270,626.0,70.0,30.0,15.0,0.0,2.0
